label,content
1, ch981 cleveland.freenet.edu tony alicea subject southern baptist convention freemasonry with the southern baptist convention convening this june to consider the charges that freemasonry is incompatible with christianity i thought the following quotes by mr. james holly the anti-masonic flag carrier would amuse you all ... the following passages are exact quotes from `` the southern baptist convention and freemasonry '' by james l. holly m.d. president of mission and ministry to men inc. n 10th st. beaumont tx the inside cover of the book states `` mission ministry to men inc. hereby grants permission for the reproduction of part or all of this booklet with two provisions one the material is not changed and two the source is identified '' i have followed these provisions `` freemasonry is one of the allies of the devil '' page iv `` the issue here is not moderate or conservative the issue is god and the devil '' page vi '' `` it is worthwhile to remember that the formulators of public school education in america were freemasons '' page `` jesus christ never commanded toleration as a motive for his disciples and toleration is the antithesis of the christian message '' page `` the central dynamic of the freemason drive for world unity through fraternity liberty and equality is toleration this is seen in the writings of the 'great writers of freemasonry '' page `` he jesus christ established the most sectarian of all possible faiths '' page `` for narrowness and sectarianism there is no equal to the lord jesus christ '' page `` what seems so right in the interest of toleration and its cousins-liberty equality and fraternity-is actually one of the subtlest lies of the 'father of lies '' page `` the southern baptist convention has many churches which were founded in the lodge and which have corner stones dedicated by the lodge each of these churches should hold public ceremonies of repentance and of praying the blood and the name of the lord jesus christ over the church and renouncing the oaths taken at the dedication of the church and/or building '' page 53-54 tony
1, spbach lerc.nasa.gov james felder subject re some thoughts in article saturn.wwc.edu bissda saturn.wwc.edu dan lawrence bissell writes first i want to start right out and say that i 'm a christian it makes sense to be one have any of you read tony campollo 's book- liar lunatic or the real thing i might be a little off on the title but he writes the book anyway he was part of an effort to destroy christianity in the process he became a christian himself sounds like you are saying he was a part of some conspiracy just what organization did he belong to does it have a name the book says that jesus was either a liar or he was crazy a modern day koresh or he was actually who he said he was logic alert artificial trifercation the are many other possible explainations could have been that he never existed there have been some good points made in this group that is not impossible that jc is an amalgam of a number of different myths mithra comes to mind some reasons why he would n't be a liar are as follows who would die for a lie would n't people be able to tell if he was a liar people gathered around him and kept doing it many gathered from hearing or seeing someone who was or had been healed call me a fool but i believe he did heal people logic alert argument from incredulity just because it is hard for you to believe this doesn't mean that it is n't true liars can be very pursuasive just look at koresh that you yourself site he has followers that do n't think he is a fake and they have shown that they are willing to die by not giving up after getting shot himself koresh has shown that he too is will to die for what he believes as far as healing goes if i rememer right the healing that was attributed is not consistent between the different gospels in one of them the healing that is done is not any more that faith healers can pull off today seems to me that the early gospels were n't that compeling so the stories got bigger to appeal better niether was he a lunatic would more than an entire nation be drawn to someone who was crazy very doubtful in fact rediculous for example anyone who is drawn to david koresh is obviously a fool logical people see this right away therefore since he was n't a liar or a lunatic he must have been the real thing or might not have existed or any number of things that is the logical pitfall that those who use flawed logic like this fall into there are bifurcations or tri quad etc that are valid because in the proceeding steps the person shows conclusively that the alternatives are all that are possible once everyone agrees that the given set is indeed all there are then arguments among the alternatives can be presentent and one mostly likely to be true can be deduced by excluding all other possible alternatives however if it can be shown that the set is not all inclusive then any conclusions bases on the incomplete set are invalid even if the true choice is one of the original choices i have given at least one valid alternative so the conclusion that jc is the real mccoy just because he is n't one of the other two alternative is no longer valid some other things to note he fulfilled loads of prophecies in the psalms isaiah and elsewhere in hrs alone this in his betrayal and crucifixion i do n't have my bible with me at this moment next time i write i will use it jc was a rabbi he knew what those prophecies were it would n't be any great shakes to make sure one does a list of actions that would fullfill prophecy what would be compeling is if there were a set of clear and explicit prophecies and jc had absolutely no knowledge of then yet fullfilled them anyway i do n't think most people understand what a christian is it is certainly not what i see a lot in churches rather i think it should be a way of life and a total sacrafice of everything for god 's sake he loved us enough to die and save us so we should do the same hey we ca n't do it god himself inspires us to turn our lives over to him that 's tuff and most people do n't want to do it to be a real christian would be something for the strong to persevere at but just like weight lifting or guitar playing drums whatever it takes time we do n't rush it in one day christianity is your whole life it is not going to church once a week or helping poor people once in a while we box everything into time units such as work at this time sports tv social life god is above these boxes and should be carried with us into all these boxes that we have created for ourselves here i agree with you anyone who buys into this load of mythology should take what it says seriously and what it says is that it must be a total way of life i have very little respect for xians that do n't if the myth is true then it is true in its entirity the picking and choosing that i see a lot of leaves a bad taste in my mouth jim -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- james l. felder sverdrup technology inc phone 216-891-4019 nasa lewis research center cleveland ohio email jfelder lerc.nasa.gov '' some people drink from the fountain of knowledge other people gargle '' -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- --
1, keith cco.caltech.edu keith allan schneider subject re morality was re political atheists livesey solntze.wpd.sgi.com jon livesey writes so you are saying that it is n't possible for an instinctive act to be moral one i like to think that many things are possible explain to me how instinctive acts can be moral acts and i am happy to listen for example if it were instinctive not to murder ... that is in order for an act to be an act of morality the person must consider the immoral action but then disregard it weaker than that there must be the possibility that the organism it 's not just people we are talking about can consider alternatives so only intelligent beings can be moral even if the bahavior of other beings mimics theirs and how much emphasis do you place on intelligence animals of the same species could kill each other arbitarily but they do n't are you trying to say that this is n't an act of morality because most animals are n't intelligent enough to think like we do keith
1, bil okcforum.osrhe.edu bill conner subject re thoughts on christians kent sandvik sandvik newton.apple.com wrote this is a good point but i think `` average '' people do not take up christianity so much out of fear or escapism but quite simply as a way to improve their social life or to get more involved with american culture if they are kids of immigrants for example since it is the overwhelming major religion in the western world in some form or other it is simply the choice people take if they are bored and want to do something new with their lives but not somethong too new or too out of the ordinary seems a little weak but as long as it does n't hurt anybody ... the social pressure is indeed a very important factor for the majority of passive christians in our world today in the case of early christianity the promise of a heavenly afterlife independent of your social status was also a very promising gift reason slaves and non-romans accepted the religion very rapidly if this is a hypothetical proposition you should say so if it's fact you should cite your sources if all this is the amateur sociologist sub-branch of a.a however it would suffice to alert the unwary that you are just screwing around ... bill
1, jcopelan nyx.cs.du.edu the one and only subject re new member in article c5hiew.7s1 portal.hq.videocart.com dfuller portal.hq.videocart.com dave fuller writes hello i just started reading this group today and i think i am going to be a large participant in its daily postings i liked the section of the faq about constructing logical arguments well done i am an atheist but i do not try to turn other people into atheists i only try to figure why people believe the way they do i do n't much care if they have a different view than i do when it comes down to it i could be wrong i am willing to admit the possibility something religious followers dont seem to have the capability to do happy to be aboard dave fuller dfuller portal.hq.videocart.com welcome i am the official keeper of the list of nicknames that people are known by on did n't know we had such a list did you your have been awarded the nickname of `` buckminster '' so the next time you post an article sign with your nickname like so dave `` buckminster '' fuller thanks again jim `` humor means never having to say you 're sorry '' copeland -- if god is dead and the actor plays his part -- sting his words of fear will find their way to a place in your heart history without the voice of reason every faith is its own curse will teach us without freedom from the past things can only get worse nothing
1, perry dsinc.com jim perry subject re who says the apostles were tortured another article that fell between the cracks in article 1qiu97innpq6 srvr1.engin.umich.edu ingles engin.umich.edu ray ingles writes as evidence for the resurrection it is often claimed that the disciples were tortured to death for their beliefs and still did not renounce their claim that jesus had come back from the dead now i skimmed acts and such and i found a reference to this happening to stephen but no others where does this apparently very widely held belief come from is there any evidence outside the bible is there any evidence in the bible i sure have n't found any ... briefly no there is widespread folklore but no good documentary evidence or even solid rumor concerning the deaths of the apostles further the usual context of such arguments as you observe is `` no martyrs for a lie '' i.e the willingness of these people to die rather than recant is evidence for the truth of their belief this adds the quite stronger twist that the proposed martyrs must have been offered the chance of life by recanting since we do n't even know how or where they died we certainly do n't have this information by the way even in the case of stephen it is not at all clear that he could have saved himself by recanting the willingness of true believers to die for their belief be it in jesus or jim jones is well-documented so martyrdom in and of itself says little see 1kings18:20-40 for a biblical account of the martyrdom of priests of baal -- jim perry perry dsinc.com decision support inc. matthews nc these are my opinions for a nominal fee they can be yours
1, bil okcforum.osrhe.edu bill conner subject re some thoughts james felder spbach lerc.nasa.gov wrote logic alert argument from incredulity just because it is hard for you to believe this does n't mean that it is n't true liars can be very pursuasive just look at koresh that you yourself cite this is whole basis of a great many here rejecting the christian account of things in the words of st. madalyn murrey-o'hair `` face it folks it 's just silly ... '' why is it okay to disbelieve because of your incredulity if you admit that it 's a fallacy bill
1, livesey solntze.wpd.sgi.com jon livesey subject re genocide is caused by atheism in article 1qugin 9tf horus.ap.mchp.sni.de frank d012s658.uucp frank o'dwyer writes in article 1qkogg k fido.asd.sgi.com livesey solntze.wpd.sgi.com jon livesey writes and in that area what you care about is whether someone is sceptical critical and autonomous on the one hand or gullible excitable and easily led on the other indeed i may and one may be an atheist and also be gullible excitable and easily led i would say that a tendency to worship tyrants and ideologies indicates that a person is easily led whether they have a worship or belief in a supernatural hero rather than an earthly one seems to me to be beside the point sure but whether or not they are atheists is what we are discussing not whether they are easily led not if you show that these hypothetical atheists are gullible excitable and easily led from some concrete cause in that case we would also have to discuss if that concrete cause rather than atheism was the factor that caused their subsequent behaviour jon
1, marshall csugrad.cs.vt.edu kevin marshall subject re faith and dogma tgk cs.toronto.edu todd kelley writes in light of what happened in waco i need to get something of my chest faith and dogma are dangerous religion inherently encourages the implementation of faith and dogma and for that reason i scorn religion i do n't necessarily disagree with your assertion but i disagree with your reasoning faith bad dogma bad religion faith dogma religion bad bad religion bad unfortunately you never state why faith and dogma are dangerous if you believe faith and dogma are dangerous because of what happened in waco you are missing the point the branch davidians made the mistake of confusing the message with the messenger they believed koresh was a prophet and therefore believed everything he said the problem was n't the religion it was the followers they did n't die because of faith and dogma they died because of their zealotry or in the case of the children the zealotry of their parents i have expressed this notion in the past some christians debated with me whether christianity leaves any room for reasoning i claimed rationality is quelled out of christianity by faith and dogma so christians are totally irrational irrational with respect to their religion only what are you saying one 's belief in a christian god does not make one totally irrational i think i know what you were getting at but i 'd rather hear you expand on the subject a philosopher can not be a christian because a philosopher can change his mind whereas a christian can not due to the nature of faith and dogma present in any religion again this statement is too general a christian is perfectly capable of being a philosopher and absolutely capable of changing his/her mind faith in god is a belief and all beliefs may change would you assert that atheists would make poor philosophers because they are predisposed to not believe in a god which of course may show unfair bias when studying say religion i claimed that a `` christian philosopher '' is not a christian but is a person whose beliefs at the moment correspond with those of christianity consider that a person visiting or guarding a prison is not a prisoner unless you define a prisoner simply to be someone in a prison can we define a prisoner to be someone who at the moment is in a prison can we define a christian to be someone who at the moment has christian beliefs no because if a person is free to go he is not a prisoner similarly if a person is not constrained by faith and dogma he is not a christian so christianity is a prison eh ever heard of parole you have read far too much into this subject a christian is one who follows the religion based on the teachings of a man named jesus christ nowhere does this definition imply that one can not change one 's mind in prison however you ca n't just decide to leave one is voluntary the other is not the two are not compatible religion is like the gun that does n't kill anybody religion encourages faith and dogma and although it does n't directly condemn people it encourages the use of `` just because '' thinking it is `` just because '' thinking that kills people i prefer to think of religion as a water pistol filled with urine 8^ seriously though some but certainly not all religions do condemn groups of people the common target is the `` infidel '' a curious being who is alternately an atheist a non- insert specific religious affiliation here a person of a different race or an egyptian 8^ please explain how `` just because '' thinking kills people and please state more in your answer than `` waco '' of course not all humans are capable of thought and we 'd still have genocide and maybe even some mass suicide ... but not as much i 'm willing to bet on that i 'll see your conscientious peacenik and raise you a religious zealot with bad acne 8^ by the way i was n't aware mass suicide was a problem waco and jonestown were isolated incidents mass suicides are far from common -- -- __ _______ -- ||| kevin marshall  / /_ _/ computer science department ||| ||| virginia tech marshall csugrad.cs.vt.edu ||| -- blacksburg virginia  / /_/ 232-6529 --
1, healta saturn.wwc.edu tammy r healy subject re you will all go to hell in article c5s9zm.9e0 cbnewsj.cb.att.com decay cbnewsj.cb.att.com dean.kaflowitz writes
1, bil okcforum.osrhe.edu bill conner subject re thoughts on christians ed mccreary edm twisto.compaq.com wrote on apr 05:10:18 gmt bobbe vice.ico.tek.com robert beauchaine said rb in article ofnwyg600wb699voa= andrew.cmu.edu pl1u+ andrew.cmu.edu patrick c leger writes ever hear of baptism at birth if that is n't preying on the young i do n't know what is ... rb rb no that 's praying on the young preying on the young comes rb later when the bright eyed little altar boy finds out what the rb priest really wears under that chasible does this statement further the atheist cause in some way surely it's not intended as wit ... bill
